index,recipe_name,sentence1,sentence2,label
500,walnut-biscotti-with-coconut,Cool and store in an airtight container.,"Combine the flour, baking powder and salt, stir into the creamed mixture.",1
501,somalian-sambusa,"Season with cumin, cardamom, salt and pepper.",Add minced beef and cook until about halfway done.,1
502,sausagemeat-and-pickled-walnut-stuffing,Add some of the sausage mixture to the tin.,"Add the onion, sage and stuffing mix.",1
503,creamy-chicken-and-sweetcorn-soup,"Simmer 15 minutes, until potatoes are cooked and sweetcorn is tender.",Place chicken carcass (and any leftover skin and meat and other bones) in a large pot and cover with cold water.,1
504,egg-and-bacon-breakfast-parcels,Seal by gently pressing down and tucking bread into sides.,Gently press butter side down into 6 individual mini-loaf tins or muffin tin to make six surprises.,1
505,Clone_of_a_cinnabon_recipe_-_All_recipes_UK,"Cover and let rise until nearly doubled, about 30 minutes.",Spread dough with 75g butter and sprinkle evenly with sugar / cinnamon mixture.,1
506,spinach-and-salmon-timbales,"Cut the remaining 2 strips of pasta across in half and lay a piece in each ramekin, pressing it in neatly on top of the salmon mixture.","Stir in the fennel or dill, grated lime zest and seasoning to taste until thoroughly combined.",1
507,beef-barley-and-mushroom-soup,Cook until barley is soft.,Add 500ml water and simmer whilst preparing the vegetables.,1
508,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Top the first layer with lasagne sheets, then cover it with some sliced mushrooms and sprinkle with grated Parmesan.","Spoon a layer of bÃ©chamel, then Bolognese sauce over the bottom of the dish.",1
509,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Bake in preheated oven for 40 minutes or until pastry is golden and puffy.,"In a small bowl, whisk egg and water to form an egg wash.",1
510,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,"Strain the marinade into the casserole, and add the bay leaves and sprig of thyme.",Put the button onions in a bowl and pour over enough boiling water to cover.,1
511,Easy_banana_cake_recipe_-_All_recipes_UK,Leave to cool and enjoy!,"Pour into the prepared tin, sprinkle with a tablespoon of demerara sugar to give a crunch topping if liked.",1
512,curly-endive-and-rice-soup,"Add the curly endive, scooping it up directly from the water so some water is included.","Cook and stir for a few minutes, until vegetables begin to soften.",1
513,brandied-chestnut-and-mushroom-terrine,"When the mixture is thoroughly combined, spoon it into the loaf tin, smooth over the top and bake it for 45 minutes, or until the top is browned.","Heat the oil in a large saucepan over a medium heat and gently fry the garlic, mushrooms and onions for 7-8 minutes until they are tender and lightly browned, stirring frequently.",1
514,beef-rolls-with-mushroom-stuffing,Lift out the beef olives using a draining spoon and keep warm.,"Add the chestnut mushrooms and fry for 5 minutes, stirring occasionally, then stir in the chopped porcini mushrooms and the remaining stuffing ingredients.",1
515,Pancakes_for_Pancake_Tuesday_recipe_-_All_recipes_UK,"Slide onto a warm plate, sprinkle over some sugar and a squeeze of lemon juice - then eat immediately!",Break the eggs into a bowl and then add to flour.,1
516,spinach-and-salmon-timbales,"Cut out 4 pieces of foil and brush them lightly with oil, then use them to cover the ramekin dishes.",Chop the remaining spinach and set aside.,1
517,pete-s-pulled-pork--slow-cooker-style,Add the shredded pork back into the slow cooker and add 1 to 2 cups of the stock and mix it in.,"In a large pan add the vinegar, stock, sugar, Worcestershire sauce, thyme, mustard, ketchup, garlic, thyme and cinnamon (basically everything except the onion and pork) and warm up and simmer for 2 to 3 minutes.",1
518,Emily's_famous_chocolate_shortbread_biscuits_recipe_-_All_recipes_UK,Allow biscuits to cool for a couple minutes on the baking tray before removing to wire racks to cool completely.,Add eggs and vanilla; mix until a stiff dough forms.,1
519,basic-muffins,Fill muffin cups 2/3 full.,Add egg mixture to flour and stir until flour is moistened.,1
520,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","When the pork is tender, stir in the walnuts and taste for seasoning.","Bring to the boil, then cover the casserole and transfer to the oven.",1
521,cherry-scones,Now turn out onto a lightly floured surface and knead gently.,"Place flour and baking powder in a mixing bowl and rub in butter, next stir in the sugar, then blend in the egg and milk to form a soft dough.",1
522,Roasted_Tomato_Pasta_Sauce_recipe_-_All_recipes_UK,Sprinkle the tomatoes with a little sugar and bake in preheated oven for 1 hour.,"Swirl the tomatoes in the mixture to coat, then arrange cut side up.",1
523,spinach-and-salmon-timbales,"Cut out 4 pieces of foil and brush them lightly with oil, then use them to cover the ramekin dishes.","Cook the lasagne in boiling water for 3-5 minutes, or according to the packet instructions, until al dente.",1
524,oriental-chicken-noodle-soup,Stir the chicken into the soup with the lime zest and juice and the pak choi and simmer gently for 2 minutes until the pak choi has wilted.,"Add the chicken, reduce the heat and simmer for about 15 minutes until the chicken is cooked.",1
525,creme-fraiche-mashed-potatoes,Mix in the milk using a potato masher or an electric mixer until fluffy.,Place potatoes in a large pan with enough water to come up 5cm (2 in) from the top.,1
526,creamy-cole-slaw,Cover and refrigerate until ready to serve.,"Add the onion, mayonnaise and vinegar; toss to coat.",1
527,paganpete-s-simple-sausage-stew,Eat and enjoy - remember the rule of doing someone elses recipe is to experiment to your own tastes.,Par boil potatoes and carrots for 10 minutes.,1
528,Italian_style_pizza_recipe_-_All_recipes_UK,Top with a handful of grated Cheddar for that golden brown toasted cheese colour.,Sprinkle the base with semolina and flip onto your tray.,1
529,malteaser-cake-bake,Eat and enjoy.,"Add, butter, golden syrup and milk chocolate into a pan and place over a low heat.",1
530,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Bake loosely covered for 2 1/2 hours in the preheated oven.,"Pour in the water, and bring to the boil.",1
531,Spicy_parsnip_soup_recipe_-_All_recipes_UK,Stir in the cream and warm through.,Take off the heat and blend with hand mixer or food processor.,1
532,Thyme_roast_pork_with_cider_cream_sauce_recipe_-_All_recipes_UK,Slice the pork loin and serve with the parsnips and cider cream.,Roast for a further 45 minutes.,1
533,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Bake loosely covered for 2 1/2 hours in the preheated oven.,Combine the walnuts and pomegranate juice in the container of a blender or food processor.,1
534,kahlua-bread-pudding,Place baking dish in a larger baking tin.,Boil for 1 minute.,1
535,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Bake at 170 C / Gas 3 for 60 to 65 minutes.,In a large mixing bowl beat egg yolks and whole egg with an electric mixer until thick and lemon coloured (about 5 minutes).,1
536,mango-guacamole,Serve at room temperature.,Add 1 avocado and process until creamy and smooth;,1
537,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Turn cake over in tin on a wire rack and let cake hang for 1 hour or until cool.,Sift in dry ingredients and fold gently.,1
538,layered-chicken-enchiladas,Pour any remaining enchilada sauce mixture over tortillas and sprinkle the remaining cheese on top.,Repeat with one or two more tortillas until bottom of dish is covered.,1
539,spiced-chocolate-courgette-cake,Blend dry ingredients into the butter mixture.,Blend well.,1
540,beef-rolls-with-mushroom-stuffing,"Slowly bring to the boil, then reduce the heat to low, cover and simmer for 20 minutes until the meat and vegetables are tender.","Heat the remaining oil in the frying pan, add the beef olives and fry them on a moderate heat to brown them all over.",1
541,spinach-and-salmon-timbales,"Cut the remaining 2 strips of pasta across in half and lay a piece in each ramekin, pressing it in neatly on top of the salmon mixture.",Drain well.,1
542,Chocolate_fairy_cakes_recipe_-_All_recipes_UK,Fill the paper cups 3/4's full.,"Sift together the flour, baking powder, bicarbonate of soda, cocoa and salt.",1
543,malteaser-cake-bake,"Place into a grease proof lined dish and top with remaining Maltesers, leave to set.",Finely crush all the digestive biscuits.,1
544,indian-coconut--almond-and-poppy-seed-pudding---gasagage-payasa,boil and stir until thick.,Grind the almond mixture with the coconut into a paste using a mortar and pestle.,1
545,Carrot_and_fresh_coriander_soup_recipe_-_All_recipes_UK,Saute the carrots and onion for a few minutes until the onion has softened a little.,Heat the oil in a large saucepan over medium heat.,1
546,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","About 40 minutes before the pork is ready, put the rice in an ovenproof dish and pour over the boiling stock.","Preheat the oven to 160C (325F, gas mark 3).",1
547,smoked-cod--garlic-mash-and-parsley-sauce,Boil the potatoes until tender.,Bring a large pot of lightly salted water to the boil.,1
548,aubergine-and-tomato-chutney,Simmer for 40 minutes over low heat.,Heat the oil in a saucepan.,1
549,egg-and-bacon-breakfast-parcels,Season to taste.,Spoon one tablespoon of cr竪me fra樽che into each unit and divide the fried onion mixture between the six units.,1
550,polenta-pizza-base,"Brush pizza base with olive oil, and sprinkle with cheese.","Add yeast mixture, and stir to combine.",1
551,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Remove the bay leaves and thyme stalk before serving.,"Cover with a tight-fitting lid, transfer to the oven and braise for 45 minutes.",1
552,somalian-sambusa,Fry the sambusa a few at a time until golden brown.,Mix well and continue cooking until beef has browned.,1
553,pete-s-pulled-pork--slow-cooker-style,"Place the lid back on and let it all warm through again, about 20 minutes.",The oil can be a bit spitty but I think it was worth it for the extra flavour.,1
554,spinach-lamb-curry,Simmer until the spinach has wilted and the lamb is tender.,Reduce heat to medium and simmer for 15 minutes.,1
555,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,Stir in the boiling water by hand.,"In a medium bowl, stir together the sugar, flour, cocoa, bicarb, baking powder and salt.",1
556,White_chocolate_chip_cookies_recipe_-_All_recipes_UK,"Combine the flour, cocoa, bicarbonate of soda and salt; stir into the creamed mixture.","In a large bowl, cream together the butter and sugar until smooth.",1
557,new-twist-tuna-nicoise-salad,"arrange with the beans, broccolini and the olives, add tuna in between (as per photo).",Drain well.,1
558,Ultimate_sponge_cake_recipe_-_All_recipes_UK,"Add boiling water from the kettle and fold in quickly, just until liquid is blended.","Sift together twice: flour, baking powder and salt.",1
559,kahlua-bread-pudding,Top with remaining buttered bread cubes.,Toss bread with melted butter and place half of them in prepared baking dish.,1
560,new-twist-tuna-nicoise-salad,Pour the dressing over the arranged salad on the serving plate.,"Heat up a frying pan, and when particularly hot, sear the tuna steak on both sides.",1
561,spinach-and-salmon-timbales,"Pour the herb sauce around, garnish with fennel or dill, if using, and serve.",Shake the pan occasionally so that the spinach cooks evenly.,1
562,teriyaki-chicken-meatballs,"Fry for 1 or 2 minutes in hot oil, or until meatballs are evenly cooked.",Mix by hand until a sticky dough forms.,1
563,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,"After 30 minutes remove the lid, turn the oven up to 220C and cook for 10 to 15 minutes so you get some colour on the dumplings that have risen to the top.",We can now make the parsley dumplings.,1
564,Spicy_Chicken_and_Broccoli_Stir_Fry_recipe_-_All_recipes_UK,"Cook until tender but still firm, about 5 minutes.","Place broccoli in a steamer over boiling water, and cover.",1
565,japanese-scrambled-eggs-with-anchovies,slowly pour in beaten eggs.,Adjust the taste of the broth with more mirin and soy sauce if you like.,1
566,polenta-pizza-base,"Roll out the dough to fit the pan, stretching it to fit.","Grease a large round baking tray, and sprinkle lightly with polenta.",1
567,kwarezimal,"While still hot, spread with Malta honey and press on chopped, unsalted pistachio nuts or chopped roasted almonds or hazel nuts.",Line baking trays with baking parchment.,1
568,beef-rolls-with-mushroom-stuffing,Remove from the pan using a draining spoon and set aside.,"Add the chestnut mushrooms and fry for 5 minutes, stirring occasionally, then stir in the chopped porcini mushrooms and the remaining stuffing ingredients.",1
569,kahlua-bread-pudding,Pour some boiling water in the large pan halfway up the side of the smaller baking dish.,Press bread cubes down again.,1
570,polenta-pizza-base,"Brush pizza base with olive oil, and sprinkle with cheese.","Transfer dough to a lightly floured surface, and knead for 10 minutes.",1
571,spinach-and-salmon-timbales,Mix half the ricotta cheese with the chopped spinach.,Drain well.,1
572,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,Set aside for garnish.,"When peppers are done, remove from oven and set aside to cool.",1
573,glazed-beef-meatloaf,Place meat mixture into a loaf tin and cover with foil.,"When well incorporated, mix in the breadcrumbs.",1
574,Melt_in_the_middle_chocolate_pudding_cakes_recipe_-_All_recipes_UK,Divide between the 2 ramekins.,Whisk the cooled chocolate mixture into the eggs and sugar mixture.,1
575,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","Stir well, then cover and put into the oven to cook with the pork.","Heat the oil in a flameproof casserole, add the pork and fry, stirring frequently, for 5 minutes or until browned on all sides.",1
576,mango-guacamole,"fold the onion, coriander and mango into the avocado mixture.",Strain and discard the excess juice.,1
577,aubergine-and-tomato-chutney,Stir well.,Add the onion and cook over medium heat for a couple of minutes.,1
578,pumpkin-in-ginger-sauce,Bake for 1 hour until the pumpkin is tender.,Carefully cut the pumpkin in half and remove the seeds.,1
579,polenta-pizza-base,Add desired toppings.,"Brush pizza base with olive oil, and sprinkle with cheese.",1
580,aniseed-pizzelle,"Close the lid, and cook until steam no longer comes out, about 1 1/2 minutes.",Drop tablespoons of batter onto the centre of the patterns.,1
581,mango-crumble,Sprinkle topping evenly over fruit.,Cut in cold butter until mixture resembles coarse crumbs.,1
582,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Once the meat has reached a brown colour, pour in the wine and let it reduce.","Heat a pan and sautÃ© chopped carrot, onion and celery in a little olive oil.",1
583,Bread_Machine_Baps_recipe_-_All_recipes_UK,"Divide the dough into 10 equal pieces, and form into rounds.",Set on Dough cycle; press Start.,1
584,sicilian-braccialoni,Carve the meat into slices about 1.25cm thick.,Sear the outside of the roast on all sides.,1
585,salted-pork-fried-rice,Stir-fry the pork until the fat from the pork is rendered.,Add the salt and rice and stir for about 1 minute.,1
586,cheese-and-broccoli-calzones,"Once bread cycle has finished, remove dough from machine and roll out to a 20cm circle.",Select the dough cycle.,1
587,sweet-potato-and-bean-soup,Add the cumin and cook for 2 more minutes.,"Melt the butter in a large pan, add the leeks and sweet potatoes, then cook over a low heat for 3 minutes, stirring occasionally, until they begin to soften.",1
588,Blackberry_preserve_recipe_-_All_recipes_UK,Refrigerate jam once the seal is broken.,"In a stockpot, combine the blackberries, sugar, lemon juice and salt.",1
589,italian-chocolate-salami,"Place the chocolate salami in the fridge for at least 5 hours, or for 2 hours in the freezer, before slicing and serving.",Transfer the mixture onto the paper and shape it as a log with your hands.,1
590,apple-flapjack,"Bake for approximately 20 minutes, until firm and golden brown.",Line a small shallow baking tray with baking parchment.,1
591,Carrot_and_fresh_coriander_soup_recipe_-_All_recipes_UK,Pour in the vegetable stock and add the coriander.,Heat the oil in a large saucepan over medium heat.,1
592,Melt_in_the_middle_chocolate_pudding_cakes_recipe_-_All_recipes_UK,Divide between the 2 ramekins.,"Butter 2 ramekins, about 75mm in diameter.",1
593,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Transfer the entire mixture to a 23x33cm (9x13 in) baking dish.,"Pour in the water, and bring to the boil.",1
594,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Remove chicken from pan and set aside.,Add chicken and saute until cooked through and juices run clear.,1
595,Italian_style_pizza_recipe_-_All_recipes_UK,"Cook in the oven until the cheese is melted and golden, 5 to 8 minutes.",Next add 50 to 60g of grated mozzarella.,1
596,the-best-ever--on-this-earth--chewy-brownies,Tip into the prepared tin.,Stir in vanilla.,1
597,family-friendly-cottage-pie,Sprinkle over the grated cheese.,Place the potatoes in a pan of water.,1
598,Italian_style_pizza_recipe_-_All_recipes_UK,Add 2 tablespoons of the sauce to a 12 inch pizza and 3 to a 15 inch pizza.,Trim off any overhangs with a sharp knife.,1
599,Thyme_roast_pork_with_cider_cream_sauce_recipe_-_All_recipes_UK,"Add cider to the meat juices, and boil for 2-3 minutes.",Preheat the oven to 200 C / gas 6.,1
600,spiced-chocolate-courgette-cake,"Add grated courgette, and mix well.","Cream together butter, vegetable oil and sugar.",1
601,Italian_style_pizza_recipe_-_All_recipes_UK,Trim off any overhangs with a sharp knife.,Roll out as thinly as possible.,1
602,spinach-and-salmon-timbales,"Cut out 4 pieces of foil and brush them lightly with oil, then use them to cover the ramekin dishes.",Cover and cook over a moderately high heat for 2-3 minutes (the water clinging to the leaves will provide enough moisture).,1
603,Easy_banana_cake_recipe_-_All_recipes_UK,"Add the egg, mix well.","Melt butter, sugar and vanilla in a saucepan over a medium heat.",1
604,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,Cool for 10 minutes before removing cakes from tins to cool completely.,Pour evenly into the two prepared tins.,1
605,smoked-cod--garlic-mash-and-parsley-sauce,"Add salt, pepper and finely chopped garlic, stir to combine.",Boil the potatoes until tender.,1
606,beef-rolls-with-mushroom-stuffing,Lift out the beef olives using a draining spoon and keep warm.,"Add the potatoes, carrots and tomatoes and stir around for a couple of minutes, then return the beef olives to the pan.",1
607,layered-chicken-enchiladas,Dip more tortillas in enchilada sauce mixture and arrange over grated cheese layer.,"Whisk honey, lime juice, chilli powder and garlic together in a bowl;",1
608,My_own_famous_dolmades_recipe_-_All_recipes_UK,"Remove from heat, remove cover and let cool for 1/2 hour.","In a large saucepan over medium-high heat, saute the rice, onion, dill and mint for about 5 minutes, or until onion is soft.",1
609,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,Dust with icing sugar before serving.,Leave to cool.,1
610,Carrot_cake_recipe_-_All_recipes_UK,Spread over the top of cake when it has cooled.,"To Make topping: In a medium bowl, combine butter, cream cheese, icing sugar and 1 teaspoon vanilla.",1
611,curly-endive-and-rice-soup,"Cook and stir for a few minutes, until vegetables begin to soften.",Heat 4 tablespoons oil in a saucepan over medium heat;,1
612,penne-pasta-with-four-cheeses,Add the cream and stir well.,"In a large non-stick pan, melt all the cheeses and mix them with the milk.",1
613,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,Set aside.,"Mix in the pork, let marinate for 15 minutes.",1
614,beef-rolls-with-mushroom-stuffing,"Lightly brush the beef olives all over with a little olive oil, then roll them in the crushed peppercorns on a plate.","For the stuffing, put the dried porcini mushrooms in a heatproof bowl, cover with boiling water and leave to soak for 20 minutes or until soft.",1
615,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,Cut a large slice from each pepper and dice.,Preheat oven to 190 C / Gas mark 5.,1
616,italian-chocolate-salami,Then add the chocolate hazelnut spread and stir well.,Mix all ingredients to get a wet but stiff mixture.,1
617,Slow_cooked_chicken_korma_recipe_-_All_recipes_UK,Add all the spices and cook for a further minute.,Remove from pan and place in slow cooker.,1
618,basic-muffins,Add egg mixture to flour and stir until flour is moistened.,"Add sugar, baking powder and salt.",1
619,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Put the remaining 1 tablespoon of olive oil in the hot pan and saute the sliced onion and green pepper until tender.,Remove chicken from pan and set aside.,1
620,Moist_garlic_roasted_chicken_recipe_-_All_recipes_UK,Fold the paper over the chicken forming a loose parcel.,Place a large sheet of greaseproof or baking parchment into the middle of a roasting tray.,1
621,jade-s-cream-of-chicken-soup,"Stir through the milk, add the chicken and season.","Add the onion, leek and celery and cook until the onion is soft, about 6 to 8 minutes.",1
622,pete-s-pulled-pork--slow-cooker-style,Strain the stock to get all the lumps out.,Scatter the onions around the bottom of the slow cooker and place the pork on top of them.,1
623,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Repeat this procedure 5 times, altering layers of Bolognese sauce, lasagne, mushrooms and bÃ©chamel.","Heat a pan and sautÃ© chopped carrot, onion and celery in a little olive oil.",1
624,delicious-vanilla-cupcakes,Stir well and add in the vanilla.,Then add flour.,1
625,mushroom-and-white-wine-risotto,"Mix well and continue gradually adding stock, taking care to mix well so that the rice does not stick to the pan.","Add rice and stir, then add a ladleful of hot chicken and wine stock.",1
626,walnut-biscotti-with-coconut,Place them on an unprepared baking tray and flatten them until they are about 7.5cm wide.,"Finally, fold in the coconut and walnuts.",1
627,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Pour in the stock and bring to a simmer.,"When cool enough to handle, peel off the skins.",1
628,glazed-beef-meatloaf,"Stir together the tomato ketchup, caster sugar, stock granules, water, paprika and chilli powder.","Meanwhile, make the glaze.",1
629,peach-pudding,Once sauce has thickened place over peach slices and leave to cool.,Melt margarine in a small saucepan over a medium heat until melted then add the flour and stir until its all combined.,1
630,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Set aside; keep warm.,Remove chicken from pan and set aside.,1
631,creamy-cole-slaw,Pour the cabbage and carrots back again into bowl.,Dump the wilted cabbage and carrots into the bowl.,1
632,mint-chocolate-brownies,"Allow to cool slightly, then spread over the top of the mint layer.","In a large bowl, cream together 200g sugar and 110g of softened butter until smooth.",1
633,veggie-burgers,"Fry the burgers over a low to moderate heat for about 5 minutes on each side, or until they are firm and golden.","Add the onion and garlic, and cook over a moderate heat for 5 minutes, stirring frequently, until the onion is soft and beginning to brown.",1
634,easy-grilled-naan,Place on an ungreased baking tray and cook under the grill for about 2 minutes or until lightly browned.,Roll out a ball of dough into an elongated oval.,1
635,mushroom-and-white-wine-risotto,Continue until all of the stock has been added and the rice is firm but tender.,"Mix well and continue gradually adding stock, taking care to mix well so that the rice does not stick to the pan.",1
636,beef-rolls-with-mushroom-stuffing,"Divide the stuffing equally among them, then roll up each slice around the stuffing and secure in place with wooden cocktail sticks.","For the stuffing, put the dried porcini mushrooms in a heatproof bowl, cover with boiling water and leave to soak for 20 minutes or until soft.",1
637,date-and-lemon-scones,Press dough together gently and repeat using the remaining dough.,"Add milk mixture and stir gently to a soft dough, adding remaining milk if necessary.",1
638,japanese-chicken-and-tofu-burgers,"Cook for 5 minutes, flip them over.",Mix them really well.,1
639,creamy-lemon-chicken,Remove from the skillet and set aside on a plate.,Place the chicken breasts in the skillet.,1
640,egg-and-bacon-breakfast-parcels,This may need a gentle tap with a wooden spoon.,Gently press butter side down into 6 individual mini-loaf tins or muffin tin to make six surprises.,1
641,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","Slice the quarters thickly, then add to the pork and continue cooking.",Pour in the cider or apple juice and add the bay leaf.,1
642,Chocolate_fairy_cakes_recipe_-_All_recipes_UK,"Add the eggs one at a time, beating well with each addition, then stir in the vanilla.","In a large bowl, cream together the butter and sugar until light and fluffy.",1
643,Lemon_drizzle_loaf_recipe_-_All_recipes_UK,Enjoy! : ),"Sift the flour, baking powder, sugar and cornflour into a large mixing bowl and beat with an electric hand whisk until evenly mixed.",1
644,jade-s-cream-of-chicken-soup,") Once heated through, ladle into warmed bowls and serve.",Blend the soup to a desired consistency using a food processor or handheld liquidiser then return to the heat and bring to the boil.,1
645,Slow_cooked_chicken_korma_recipe_-_All_recipes_UK,Add the butter to the pan and when melted add the onion mixture.,"Cut each thigh into 4 pieces, heat the oil in a large frying pan and add the chicken.",1
646,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Bake in a preheated oven at 220 C for 25-30 minutes.,Season with salt and a little nutmeg then bring to boil,1
647,jade-s-cream-of-chicken-soup,Sprinkle in the flour and cook over a gentle heat until it reaches a sandy texture.,Melt the margarine in a large saucepan over a medium heat.,1
648,norwegian-bacon-and-cabbage,Add sugar carefully to taste.,Sprinkle a light dusting of flour and a pinch of caraway seeds.,1
649,kwarezimal,"Form the dough into shapes (approximately 14cm long, 7cm wide and 2cm thick).",Add the margarine and orange flower water to the mixture and stir well.,1
650,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,"Leave the cake to cool in the tin, then turn it out, peel away the lining paper and transfer to a serving plate.",Line the bottom and sides of a 23 cm (9 in) springform cake tin with baking parchment.,1
651,indian-saffron-rice,"Cover immediately, reduce heat to low, and cook 20 minutes, or until all of the liquid is absorbed.",Quickly pour in the remaining boiling water along with the saffron water.,1
652,marinara-sauce,"Reduce heat to low and simmer 15 to 20 minutes or until flavours are blended, stirring frequently.","Mix in tomatoes, passata, sugar, oregano and salt.",1
653,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"Bake in the preheated oven for 30 minutes, or until a skewer inserted into the centre of the cake comes out clean.",Set aside.,1
654,cardiganshire-cawl,"Simmer 10 minutes, or until cabbage is tender.","Skim fat from surface of stock, or strain through a fine sieve.",1
655,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Spread 4 tablespoons of the grated cheese on the tortilla and top with 1/2 the chicken mixture.,"For the pico de gallo: In a small bowl, combine tomatoes, onion, lime juice, coriander, fresh chilli, salt and pepper.",1
656,indian-coconut--almond-and-poppy-seed-pudding---gasagage-payasa,"Serve hot, warm or cold, depending on your preference.",pour enough water over the mixture to cover by about 2.5cm.,1
657,apricot-cordial,Bottle the syrup and keep in the fridge.,"Allow to cool, then press through a sieve.",1
658,cheese-and-broccoli-calzones,Stir in all the different cheeses.,"Meanwhile, to make the filling, squeeze out excess water from broccoli.",1
659,Broccoli_and_Ginger_Beef_Stir_Fry_recipe_-_All_recipes_UK,Stir until sugar and flour are dissolved.,"In a small bowl, combine flour, stock, sugar and soy sauce.",1
660,spinach-and-salmon-timbales,"Cover each one with a plate, invert and lift off the dish.",Drain and rinse under cold water.,1
661,egg-and-bacon-breakfast-parcels,Carefully break an egg in each unit.,Spoon one tablespoon of cr竪me fra樽che into each unit and divide the fried onion mixture between the six units.,1
662,Carrot_and_fresh_coriander_soup_recipe_-_All_recipes_UK,Reheat before serving if necessary.,"Bring to the boil, and cook until the carrots are tender, about 10 minutes.",1
663,layered-chicken-enchiladas,"Repeat layering with remaining chicken and 1/3 of the cheese, ending with a layer of tortillas.",Spread 1/2 the chicken mixture over tortilla layer.,1
664,Italian_style_pizza_recipe_-_All_recipes_UK,"Cook in the oven until the cheese is melted and golden, 5 to 8 minutes.",Sprinkle the base with semolina and flip onto your tray.,1
665,vanilla-cupcakes-with-vanilla-buttercream,Spread the buttercream over the cooled muffins with a knife.,Stir in butter cubes until they are well coated with the flour.,1
666,Clone_of_a_cinnabon_recipe_-_All_recipes_UK,"While buns are baking, beat together cream cheese, 50g butter, icing sugar, vanilla and salt.",Roll up dough and cut into 12 slices.,1
667,vodka-penne,Drain well in a sieve set in the sink.,Fill a large pot with lightly salted water and bring to the boil over high heat.,1
668,date-and-lemon-scones,Bake 12-15 minutes until golden and well risen.,"Combine flour, sugar, dates and lemon rind in a large bowl.",1
669,penne-pasta-with-four-cheeses,"Toss the pasta with the cheese sauce, stir thoroughly.",Add pasta and cook for 8 minutes.,1
670,spinach-lamb-curry,Ensure most of the liquid has evaporated.,Simmer until the spinach has wilted and the lamb is tender.,1
671,salted-pork-fried-rice,Season with MSG and transfer to a serving dish.,Stir-fry the pork until the fat from the pork is rendered.,1
672,curly-endive-and-rice-soup,"bring to the boil and cook rice for 12 to 15 minutes, or until al dente (with a bite).","Add the curly endive, scooping it up directly from the water so some water is included.",1
673,barbecued-teriyaki-tuna-steaks,Marinate for 30 minutes in the fridge.,Give the bag a good shake to coat the tuna fillets.,1
674,veal-sweetbreads-with-morel-mushrooms,Mix well.,Add mushrooms and creme fraiche.,1
675,sicilian-braccialoni,Serve with spaghetti and sauce.,Sear the outside of the roast on all sides.,1
676,Clone_of_a_cinnabon_recipe_-_All_recipes_UK,"After the dough has doubled in size turn it out onto a lightly floured surface, cover and let rest for 10 minutes.",Place ingredients for dough in the pan of the bread machine in the order recommended by the manufacturer.,1
677,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Add the tomato puree,"Once the meat has reached a brown colour, pour in the wine and let it reduce.",1
678,Coconut_prawn_and_vegetable_curry_recipe_-_All_recipes_UK,Stir in the prawns and simmer for 2-3 minutes or until they turn pink (simply heat through for 1-2 minutes if using cooked).,"Add the creamed coconut and stir until it has melted, then add the tomatoes with their juice.",1
679,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Pour the mixture evenly into the 2 cake tins.,"Beat in the eggs one at a time, then stir in the cocoa mixture.",1
