index,recipe_name,sentence1,sentence2,label
1052,pumpkin-in-ginger-sauce,Add soya sauce and bring to the boil then take off the heat.,Add chopped orange segments followed by the pumpkin cubes and ginger.,1
1053,spinach-and-salmon-timbales,"Cover each one with a plate, invert and lift off the dish.","Cook the lasagne in boiling water for 3-5 minutes, or according to the packet instructions, until al dente.",1
1054,italian-chocolate-salami,Transfer the mixture onto the paper and shape it as a log with your hands.,Cut a large rectangular piece of baking parchment.,1
1055,spinach-and-salmon-timbales,"Pour the herb sauce around, garnish with fennel or dill, if using, and serve.","Stir in the lime juice, herbs, cream and seasoning to taste.",1
1056,spinach-lamb-curry,Ensure most of the liquid has evaporated.,"Add coriander, chilli powder, turmeric, cumin seeds, garam masala, yoghurt and salt.",1
1057,wholesome-pumpkin-pancakes,"Repeat with remaining batter, adding more oil to the pan if necessary.","In a second bowl, beat eggs and combine with milk, pumpkin puree, yoghurt, vanilla extract, sugar and salt.",1
1058,egg-and-bacon-breakfast-parcels,This may need a gentle tap with a wooden spoon.,Lightly butter the remaining slices of bread and remove crusts.,1
1059,gingerbread-bear-biscuits,Cut into bear shapes with a cookie cutter and place onto an unprepared baking tray.,Stir the egg and vanilla into the melted mixture until smooth.,1
1060,spinach-and-salmon-timbales,"Cut out 4 pieces of foil and brush them lightly with oil, then use them to cover the ramekin dishes.","Stir in the fennel or dill, grated lime zest and seasoning to taste until thoroughly combined.",1
1061,nan-s-homemade-biscuits,Mix well until you get a nice smooth paste.,Add the egg and vanilla.,1
1062,creamy-chicken-and-sweetcorn-soup,Remove chicken meat from carcass and chop into bite-size pieces.,Reduce heat and simmer 60 to 90 minutes.,1
1063,Best_bread_machine_loaf_recipe_-_All_recipes_UK,"Select Basic or White Bread setting, and press Start.","Place the water, sugar and yeast in the pan of the bread machine.",1
1064,kwarezimal,Place on the prepared baking trays.,Add the margarine and orange flower water to the mixture and stir well.,1
1065,beef-rolls-with-mushroom-stuffing,"Heat the remaining oil in the frying pan, add the beef olives and fry them on a moderate heat to brown them all over.",Place side by side on a board.,1
1066,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,Roast for 1 hour.,Preheat oven to 190 C / Gas mark 5.,1
1067,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,"Turn the dough out into a bowl, cover and leave in a warm until the dough doubles in size, about 30 minutes.","Place the flour, salt, butter, caster sugar and egg in a food processor with a dough hook attachment.",1
1068,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,"Cover with a sheet of pastry, trimming off any excess.",Stir in carrot.,1
1069,Perfect_apple_crumble_recipe_-_All_recipes_UK,Bake for approximately 30 minutes or until the crumble is golden brown and crunchy.,The apples should be soft but not purÃ©ed.,1
1070,new-twist-tuna-nicoise-salad,"arrange with the beans, broccolini and the olives, add tuna in between (as per photo).","Heat up a frying pan, and when particularly hot, sear the tuna steak on both sides.",1
1071,peach-pudding,Leave to cool and serve!,Place egg whites in a bowl and add yolks to the heating pan and mix well.,1
1072,date-and-lemon-scones,Cut scones from dough and place onto tray flat-side up.,"Combine flour, sugar, dates and lemon rind in a large bowl.",1
1073,spinach-and-salmon-timbales,"Cover each one with a plate, invert and lift off the dish.",Divide the salmon mixture evenly among the ramekins.,1
1074,Spanish_style_chicken_stew_recipe_-_All_recipes_UK,"Place the chicken thighs on top, skin-side up.","Stir in onions and garlic, cook until the onion has softened and turned translucent.",1
1075,Italian_style_pizza_recipe_-_All_recipes_UK,Add your toppings but DO N'T OVERLOAD the pizza!,At this point you can also freeze the unrolled dough balls for future use.,1
1076,kahlua-bread-pudding,Toss bread with melted butter and place half of them in prepared baking dish.,Grease a baking dish.,1
1077,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Stir in carrot.,Add onions and mushrooms.,1
1078,Italian_style_pizza_recipe_-_All_recipes_UK,Add your toppings but DO N'T OVERLOAD the pizza!,Alternately you can blitz all the ingredients in a mini blender.,1
1079,thai-omelette,Flip and cook the other side till browned.,"Stir briefly, then let cook till the bottom is browned.",1
1080,easy-chicken-coconut-curry,"Stir into mixture, reduce heat to low and simmer about 30 minutes, until carrots and celery are tender.",Add drained bamboo shoots.,1
1081,spiced-chocolate-courgette-cake,"Add grated courgette, and mix well.","Add eggs, soured milk and vanilla.",1
1082,Walnut_and_Sultana_Spice_Cake_recipe_-_All_recipes_UK,"Cool cake in tin for 15 minutes, and then turn out on serving plate.",Mix in passata mixture.,1
1083,barbecued-teriyaki-tuna-steaks,"Remove tuna from marinade, and place on barbecue.",Seal the bag with as little air in it as possible.,1
1084,beef-rolls-with-mushroom-stuffing,Boil the liquid in the pan on a high heat to reduce to the desired consistency.,Wipe out the pan.,1
1085,Easy_banana_cake_recipe_-_All_recipes_UK,"Bake at 170 C / Fan 150 C / Gas 3 for 35 minutes, or until a skewer comes out clean.",Stir in the flour and the milk.,1
1086,cinnamon-nut-crunch-cake,Scatter over the remaining topping and press down very lightly.,Beat in egg and milk.,1
1087,Carrot_cake_recipe_-_All_recipes_UK,Pour into the prepared tin.,"In a large bowl, beat together eggs, oil, caster sugar and 2 teaspoons vanilla.",1
1088,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Brush over the pastry.,Remove from heat and stir in thyme.,1
1089,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","Garnish with the chopped celery leaves and serve hot, with the rice.","Preheat the oven to 160C (325F, gas mark 3).",1
1090,layered-chicken-enchiladas,Sprinkle 1/3 of the grated cheese over chicken layer.,Repeat with one or two more tortillas until bottom of dish is covered.,1
1091,egg-and-bacon-breakfast-parcels,Remove from oven.,Shallow fry in oil for 5 to 10 minutes until soft.,1
1092,Italian_style_pizza_recipe_-_All_recipes_UK,Defrost thoroughly before using.,At this point you can also freeze the unrolled dough balls for future use.,1
1093,japanese-chicken-and-tofu-burgers,"To serve, pour the mixture over the burgers and put shiso leaves on top.","Divide the mixture in four, and form four round patties.",1
1094,delicious-vanilla-cupcakes,"Put them into the oven for 15 or 20 minutes, or till a skewer inserted in the centre comes out clean.",Mix the sugar and butter together till light and creamy.,1
1095,curly-endive-and-rice-soup,cover and cook over medium heat until the curly endive is completed wilted.,Heat 4 tablespoons oil in a saucepan over medium heat;,1
1096,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"Bake in the preheated oven for 30 minutes, or until a skewer inserted into the centre of the cake comes out clean.","Beat in the buttermilk mixture alternately with the flour, mixing each time.",1
1097,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"Stir together bicarbonate of soda and vinegar, then gently fold this into the cake mixture.","Beat in the buttermilk mixture alternately with the flour, mixing each time.",1
1098,pineapple-jam,"Add sugar and lime juice cook until thick, about 45 to 60 minutes.",Grate the flesh of the pineapple (you should have about 450g).,1
1099,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Serve the turkey stuffing meatballs with the cooled cranberry sauce for dipping.,Add onions and cook until soft and lightly browned.,1
1100,classic-arrabbiata-sauce,"Stir in wine, sugar, basil, crushed chillies, tomato puree, lemon juice, Italian herb seasoning, black pepper and tomatoes;",Heat oil in a large frying pan over medium heat.,1
1101,mint-chocolate-brownies,"Allow to cool slightly, then spread over the top of the mint layer.",Cool completely in the dish.,1
1102,aniseed-pizzelle,"Carefully remove biscuits, cool and store in an airtight tin at room temperature.",Drop tablespoons of batter onto the centre of the patterns.,1
1103,pumpkin-crumble-sponge-cake,Bake in preheated oven for 40 to 45 minutes.,"In a large bowl, mix together the pumpkin puree, 3 eggs, 100g caster sugar, dark brown soft sugar and cinnamon.",1
1104,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,"When bottom tortilla is lightly brown and cheese has started to melt, flip quesadilla and cook on the opposite side.",Remove chicken from pan and set aside.,1
1105,Best_chocolate_chip_cookies_recipe_-_All_recipes_UK,Drop by large spoonfuls onto ungreased baking trays.,Add to batter along with salt.,1
1106,walnut-biscotti-with-coconut,"Return to the oven for an additional 15 minutes, until crisp and light brown.","Combine the flour, baking powder and salt, stir into the creamed mixture.",1
1107,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"When hot, add 1 tbsp of the oil, then when it is just smoking, toss in the meat and stir-fry for 2-3 minutes until cooked through.",Place a wok or a large frying pan over a high heat.,1
1108,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,"Toss the pasta with the cooked spinach, egg mixture and breadcrumbs.",Bring a large pot of lightly salted water to the boil.,1
1109,Italian_style_pizza_recipe_-_All_recipes_UK,Top with a handful of grated Cheddar for that golden brown toasted cheese colour.,"When the bread maker is finished, tip the dough onto a well floured surface and divide it into 3 parts for 40cm pizzas or 4 for 30cm pizzas.",1
1110,easy-chicken-coconut-curry,Add drained bamboo shoots.,Add to the onion in pan and cook for 5 minutes before returning the chicken to the pan.,1
1111,dreamy-delight,"Once chocolate is melted, add rice cereal and mix to coat.",Add chocolate to a large microwaveable bowl.,1
1112,Apple_Crumble_Pie_recipe_-_All_recipes_UK,Spoon mixture over apples.,Mix 100g sugar and cinnamon; sprinkle over apples.,1
1113,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Spread 4 tablespoons of the grated cheese on the tortilla and top with 1/2 the chicken mixture.,Remove chicken from pan and set aside.,1
1114,mint-roasted-rack-of-lamb,Remove from heat and immediately transfer lamb to prepared roasting tin.,Mix well then rub evenly over the racks of lamb.,1
1115,polenta-pizza-base,"Roll out the dough to fit the pan, stretching it to fit.","For a round pizza, break off about 1/4 of the dough.",1
1116,Emily's_famous_chocolate_shortbread_biscuits_recipe_-_All_recipes_UK,"Bake for 8 to 10 minutes in the preheated oven, or until the surface appears dry.",It may take a minute to come together.,1
1117,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,Remove with a draining spoon.,Place a wok or a large frying pan over a high heat.,1
1118,delicious-vanilla-cupcakes,"When it is baked sprinkle some icing sugar and top with sliced strawberries, if desired.",Stir well and add in the vanilla.,1
1119,mango-guacamole,repeat with remaining avocados.,Add 1 avocado and process until creamy and smooth;,1
1120,somalian-sambusa,"Fill the cone with the meat mixture, close the top and seal with the paste.",Add minced beef and cook until about halfway done.,1
1121,curly-endive-and-rice-soup,Season to taste;,Wash and slice the curly endive.,1
1122,victoria-sponge-cake-with-buttercream,"Bake for 20-25 minutes, or until golden-brown on top and a skewer inserted into the middle comes out clean.",Preheat the oven to 180 C / Gas 4.,1
1123,beef-rolls-with-mushroom-stuffing,Put the beef olives back into the pan and serve sprinkled with parsley.,Boil the liquid in the pan on a high heat to reduce to the desired consistency.,1
1124,spinach-and-salmon-timbales,Leave excess pasta hanging over the edge.,Shake the pan occasionally so that the spinach cooks evenly.,1
1125,Spanish_style_chicken_stew_recipe_-_All_recipes_UK,"Place the chicken thighs on top, skin-side up.","Pour in tomatoes, chickpeas and water; season with paprika, chilli flakes, salt, and pepper.",1
1126,cardiganshire-cawl,"Return stock to heat, and bring to the boil.",Let cool overnight.,1
1127,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Roll mixture into small balls (1/2 "" across max) and place in fridge to set for 1 hour, or until firm.",Add onions and cook until soft and lightly browned.,1
1128,cj-s-chicken-in-a-white-wine-and-cream-sauce,"Deglaze the pan with a little of the wine, remove from the heat, and add half of the cream.","In the same pan sweat the onion and mushrooms till softened, add the garlic and then set aside with the chicken.",1
1129,tara-s-long-island-iced-tea,Shake vigorously until frothy.,Add orange juice and cola.,1
1130,pete-s-pulled-pork--slow-cooker-style,"Remove any lumps of fat you find, and of course any bones.",Basically you can leave it in there for 8 to 10 hours if you want so you can do this on a work day in the morning and come home to yummy pulled pork.,1
1131,moules,"Cover the pan, and cook shaking every minute or so to help the mussels cook evenly.","To prepare the mussels, scrape off anything living on the outside of the shells, and pull out the dark hairs (the beard) coming out of the side of the shells.",1
1132,date-and-lemon-scones,Cut scones from dough and place onto tray flat-side up.,Line large flat baking tray with baking parchment.,1
1133,Easy_turkey_gravy_recipe_-_All_recipes_UK,"Bring to the boil, reduce heat to low and simmer until thickened.",Pass the contents of the tin through a large sieve into a saucepan.,1
1134,Homemade_pizza_base_recipe_-_All_recipes_UK,Pat dough into a greased 30cm (12 in) round pizza pan.,Add ingredients in the order suggested by your manufacturer.,1
1135,egg-and-bacon-breakfast-parcels,"Cut to fit 6 lids for each unit, butter side up.",Gently press butter side down into 6 individual mini-loaf tins or muffin tin to make six surprises.,1
1136,cheese-and-broccoli-calzones,Brush top lightly with olive oil.,Stir in all the different cheeses.,1
1137,mint-chocolate-brownies,Spread the brownie mixture evenly into the prepared dish.,"Beat in eggs one at a time, then stir in the chocolate sauce.",1
1138,kwarezimal,"When cold, kwarezimal is cut into oblong shapes and served with tea or coffee.",Knead into a stiff dough.,1
1139,aubergine-and-tomato-chutney,Simmer for 40 minutes over low heat.,Add the onion and cook over medium heat for a couple of minutes.,1
1140,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,Dust with icing sugar before serving.,"Preheat the oven to 180ºC (350ºF, gas mark 4).",1
1141,pumpkin-in-ginger-sauce,Add chopped orange segments followed by the pumpkin cubes and ginger.,Preheat the oven to 180 C / Gas 4.,1
1142,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Serve quesadillas with soured cream and remaining pico de gallo.,Mix in half of the pico de gallo and chicken breast meat.,1
1143,Italian_style_pizza_recipe_-_All_recipes_UK,Top with a handful of grated Cheddar for that golden brown toasted cheese colour.,Alternately you can blitz all the ingredients in a mini blender.,1
1144,Italian_style_pizza_recipe_-_All_recipes_UK,Next add 50 to 60g of grated mozzarella.,Put all the ingredients for the dough except for the semolina into a breadmaker in the order listed.,1
1145,creamy-cole-slaw,"Add the onion, mayonnaise and vinegar; toss to coat.",Dump the wilted cabbage and carrots into the bowl.,1
1146,egg-and-bacon-breakfast-parcels,This may need a gentle tap with a wooden spoon.,Shallow fry in oil for 5 to 10 minutes until soft.,1
1147,Italian_style_pizza_recipe_-_All_recipes_UK,Repeat with the other dough balls.,Roll out as thinly as possible.,1
1148,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,"After 30 minutes remove the lid, turn the oven up to 220C and cook for 10 to 15 minutes so you get some colour on the dumplings that have risen to the top.","Again, once browned add to the casserole dish - deglaze the pan with a little stock (or white wine if you have) and also add to the casserole dish.",1
1149,walnut-biscotti-with-coconut,"Bake for 30 to 35 minutes in the preheated oven, until firm.",Roll each piece out into a log about 25cm long.,1
1150,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"Combine cooked pasta, sauteed vegetables and sauce.",Gradually add milk and continue stirring until thickened.,1
1151,dal-fritters,Drain and wash dal and add to pan of boiling water.,Soak chana dal for 4 hours.,1
1152,new-twist-tuna-nicoise-salad,Pour the dressing over the arranged salad on the serving plate.,For dressing: combine the Vegeta&reg;,1
1153,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Bake in a preheated oven at 220 C for 25-30 minutes.,cover with water and let cook for at least 30 minutes.,1
1154,My_own_famous_dolmades_recipe_-_All_recipes_UK,Transfer to serving dish and serve.,"Take one leaf, shiny side down, and place 1 teaspoon of the rice mixture at the bottom (stem) end of the leaf.",1
1155,jade-s-cream-of-chicken-soup,"Gradually pour in the stock, stirring continuously to avoid any flour lumps.",Melt the margarine in a large saucepan over a medium heat.,1
1156,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Sprinkle another 4 tablespoons cheese over the chicken and top with another tortilla.,Remove chicken from pan and set aside.,1
1157,goat-cheese-and-apple-canapes,Enjoy straightaway.,Add a small thyme sprig on top to garnish.,1
1158,egg-and-bacon-breakfast-parcels,This may need a gentle tap with a wooden spoon.,Spoon one tablespoon of cr竪me fra樽che into each unit and divide the fried onion mixture between the six units.,1
1159,beef-rolls-with-mushroom-stuffing,"Heat the remaining oil in the frying pan, add the beef olives and fry them on a moderate heat to brown them all over.",Wipe out the pan.,1
1160,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Drain.,"In a large pot with boiling salted water, cook pasta until al dente.",1
1161,easy-grilled-naan,Place on an ungreased baking tray and cook under the grill for about 2 minutes or until lightly browned.,Pinch off small handfuls of dough about the size of a golf ball.,1
1162,Walnut_and_Sultana_Spice_Cake_recipe_-_All_recipes_UK,"Cool cake in tin for 15 minutes, and then turn out on serving plate.",Mix well.,1
1163,avocado-p-t-,Garnish and serve immediately.,Cut the avocados in half and remove stones.,1
1164,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,"Cover with a tight-fitting lid, transfer to the oven and braise for 45 minutes.",Remove the beef from the casserole and set aside on a plate.,1
1165,dal-fritters,"If you have a burger press, this would be ideal, if not, place a large tablespoon's worth of mixture onto some cling film and press into a small patty.",Soak chana dal for 4 hours.,1
1166,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Once the meat has reached a brown colour, pour in the wine and let it reduce.",Add the mixed minced beef and/or pork and a bay leaf; stir.,1
1167,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,"In a clean, heavy frying pan, heat one flour tortilla.",Add chicken and saute until cooked through and juices run clear.,1
1168,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,"Stir in 3 tablespoons sweet chilli sauce, cabbage, celery, carrots and peppers; cook and stir until vegetables are completely heated, about 5 minutes.","Add the pork, onions, and crushed chilli flakes to the oil; cook until the pork is browned completely.",1
1169,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,"Stir in 3 tablespoons sweet chilli sauce, cabbage, celery, carrots and peppers; cook and stir until vegetables are completely heated, about 5 minutes.","Heat the cooking oil in a wok or a large, deep frying pan over medium-high heat.",1
1170,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Sprinkle in flour and stir in.,Pour in vegetable stock and stir.,1
1171,Spicy_parsnip_soup_recipe_-_All_recipes_UK,Take off the heat and blend with hand mixer or food processor.,Boil the water in the kettle and mix with stock cube in a separate jug.,1
1172,light-chilli-con-carne,"Add the chopped onion, garlic, chilli, herbs and salt and pepper to the pan.","In a saucepan, heat the minced beef on a low heat until the fat starts to grease the pan.",1
1173,peach-pudding,Stir regularly so that it doesn't curdle.,"Remove pan from heat and add the milk and peach juice a bit at a time, beating well until all combined and return pan to heat.",1
1174,baked-tilapia-with-mango-salsa,Stir to blend and set aside at room temperature until fish has finished cooking.,"While the fish cooks, combine the mango, onion, avocado, tomatoes, lime zest and juice, chilli, ginger, coriander and sea salt in a glass bowl.",1
1175,Emily's_famous_chocolate_shortbread_biscuits_recipe_-_All_recipes_UK,"On a lightly floured surface, roll out dough to .5cm thickness and cut into desired shapes using biscuit cutters.",Add eggs and vanilla; mix until a stiff dough forms.,1
1176,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Serve quesadillas with soured cream and remaining pico de gallo.,Repeat with the remaining ingredients.,1
1177,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,"Cover with a tight-fitting lid, transfer to the oven and braise for 45 minutes.",Set the onions aside.,1
1178,mixed-bulgar-rice,Add the bulgar and then the water.,In a saucepan put the 1 tbsp of butter and melt then add the onion and fry for 5 minutes then add in the mushrooms.,1
1179,Apple_Crumble_Pie_recipe_-_All_recipes_UK,Spoon mixture over apples.,Arrange apple slices in unbaked pastry case.,1
1180,jade-s-cream-of-chicken-soup,Simmer for 30 to 45 minutes until the vegetables are tender.,"Gradually pour in the stock, stirring continuously to avoid any flour lumps.",1
1181,marinara-sauce,"Reduce heat to low and simmer 15 to 20 minutes or until flavours are blended, stirring frequently.",Bring to the boil.,1
1182,smoked-cod--garlic-mash-and-parsley-sauce,"Stir in the parsley, salt, pepper and lemon juice.","Melt the margarine in a saucepan, then add the flour to create a thick paste.",1
1183,polenta-pizza-base,"Put dough in a well oiled bowl covered with a damp cloth, and let rise until tripled in bulk.",Dissolve yeast and sugar in 1/3 of the warm water.,1
1184,creamy-penne-pasta-with-chorizo--finebeans-and-baby-mushrooms,Add cooked pasta and cook until heated through.,"Add chorizo and cook until nearly done, then add the mushrooms and finebeans, and saute for a few minutes.",1
1185,Spanish_style_chicken_stew_recipe_-_All_recipes_UK,"Bake in preheated oven until the stew has thickened and the chicken skin is crispy, about 15 minutes.",Preheat oven to 200 degrees C / gas mark 6.,1
1186,Italian_style_pizza_recipe_-_All_recipes_UK,Add 2 tablespoons of the sauce to a 12 inch pizza and 3 to a 15 inch pizza.,"Just put some olive oil in a bag and spread it around on the inside, then store the dough ball in the sealed bag in the freezer.",1
1187,glazed-beef-meatloaf,Slice into hearty portions and serve.,Preheat oven to 180 C / Gas 4.,1
1188,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,"Bake 45 minutes in the preheated oven, or until bubbly and lightly browned.",Preheat oven to 180 C / Gas 4.,1
1189,japanese-chicken-and-tofu-burgers,"Divide the mixture in four, and form four round patties.","Let cool, then squeeze the paper and drain excess water from the tofu very well.",1
1190,glazed-beef-meatloaf,"Remove from the oven, let stand for at least 5 minutes.",Place meat mixture into a loaf tin and cover with foil.,1
1191,light-chilli-con-carne,Serve!,"Add the chopped onion, garlic, chilli, herbs and salt and pepper to the pan.",1
1192,kwarezimal,"Bake in the preheated oven until slightly golden brown, some 20 minutes.",Preheat the oven to 180 C / Gas 4.,1
1193,Bread_Machine_Baps_recipe_-_All_recipes_UK,"Bake in the preheated oven for 15 minutes, or until the baps are golden brown.","Cover with a damp cloth, and let rise until doubled in volume, about 40 minutes.",1
1194,pete-s-pulled-pork--slow-cooker-style,"Place the lid back on and let it all warm through again, about 20 minutes.",Skim as much of the fat of the top of the stock as you can and place to one side.,1
1195,Moist_garlic_roasted_chicken_recipe_-_All_recipes_UK,Sprinkle garlic slices and thyme sprigs evenly over the chicken.,It should be large enough to wrap around the chicken plus plenty of extra for folding over.,1
1196,My_yummy_lemon_cheesecake_recipe_-_All_recipes_UK,"Pour onto your chilled base, then return to the fridge for a few hours for it to set.",Leave to chill in the fridge while you make the base.,1
1197,Pancakes_for_Pancake_Tuesday_recipe_-_All_recipes_UK,"Cook the rest of the pancakes, one at a time but remember to melt a small knob of butter before adding the batter.",Break the eggs into a bowl and then add to flour.,1
1198,creamy-penne-pasta-with-chorizo--finebeans-and-baby-mushrooms,Add cream and reduce slightly.,Heat oil in a frying pan and cook garlic for 30 seconds till golden brown.,1
1199,pete-s-pulled-pork--slow-cooker-style,I also added a good slosh of chilli sauce to mine.,"The pork should soak all the stock up, don't add so much that it is sitting in stock.",1
1200,My_yummy_lemon_cheesecake_recipe_-_All_recipes_UK,"I find the longer you mix, the thicker the topping gets in the bowl.",Slowly add the lemon juice to the mix a wee bit at a time.,1
1201,amy-s-creamy-chicken-and-tarragon-tagliatelle,"Then add the tarragon, Italian herbs, salt and pepper and stir.","Add the garlic and the chicken and fry until sealed all over, about 5 minutes.",1
1202,cheesy-chicken-supreme,Stir in butter and saffron threads; cook for 10 minutes.,"Stir in cayenne, white pepper and garlic.",1
1203,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,"Bake 45 minutes in the preheated oven, or until bubbly and lightly browned.",Sprinkle with 1/2 of the Cheddar and 1/2 of the mozzarella.,1
1204,kahlua-bread-pudding,Bake for 45 to 50 minutes or until golden.,"Press gently, to moisten the bread cubes.",1
1205,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,"When bottom tortilla is lightly brown and cheese has started to melt, flip quesadilla and cook on the opposite side.",Mix in half of the pico de gallo and chicken breast meat.,1
1206,Best_chocolate_chip_cookies_recipe_-_All_recipes_UK,Drop by large spoonfuls onto ungreased baking trays.,"Cream together the butter, caster sugar and brown sugar until smooth.",1
1207,Italian_style_pizza_recipe_-_All_recipes_UK,Next add 50 to 60g of grated mozzarella.,"10 minutes before the dough is done, turn your oven on as hot as it will go and allow it to heat up fully.",1
1208,creamy-macaroni-salad,Cover and chill for at least 1 hour before serving.,"Add macaroni and cook for 8 to 10 minutes, until tender.",1
1209,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,Sprinkle with the rest of the Cheddar and mozzarella cheeses.,"Bring 125ml water to the boil in a saucepan, and cook the spinach 4 to 6 minutes, until tender.",1
1210,indian-coconut--almond-and-poppy-seed-pudding---gasagage-payasa,boil and stir until thick.,drain.,1
1211,"Best_big,_fat,_chewy_chocolate_chip_cookies_recipe_-_All_recipes_UK",Cookies should be about 8cm apart.,"Drop cookie dough onto the prepared baking trays, with each cookie around 4 tablespoons of dough (for smaller cookies, drop 1 rounded tablespoonful and adjust baking time as necessary).",1
1212,gingerbread-bear-biscuits,Cut into bear shapes with a cookie cutter and place onto an unprepared baking tray.,"Sieve together the flour, bicarbonate of soda, cinnamon, ginger and cloves;",1
1213,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Remove the bay leaves and thyme stalk before serving.,"The next day, preheat the oven to 160 C (325F, gas mark 3).",1
1214,pete-s-pulled-pork--slow-cooker-style,We eat our sandwiches with chips and salad.,Take the pork out of the slow cooker and leave it to stand for 10 to 20 minutes.,1
1215,beef-rolls-with-mushroom-stuffing,"Add the potatoes, carrots and tomatoes and stir around for a couple of minutes, then return the beef olives to the pan.","For the stuffing, put the dried porcini mushrooms in a heatproof bowl, cover with boiling water and leave to soak for 20 minutes or until soft.",1
1216,Italian_style_pizza_recipe_-_All_recipes_UK,Add your toppings but DO N'T OVERLOAD the pizza!,"10 minutes before the dough is done, turn your oven on as hot as it will go and allow it to heat up fully.",1
1217,mango-crumble,"Bake in preheated oven until the fruit is bubbling and the topping is crisp and lightly browned, about 45 minutes.",Toss the mango with the lime juice.,1
1218,amy-s-creamy-chicken-and-tarragon-tagliatelle,"Then add the tarragon, Italian herbs, salt and pepper and stir.","Add the water and bring to the boil, then reduce to a simmer.",1
1219,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Repeat this procedure 5 times, altering layers of Bolognese sauce, lasagne, mushrooms and bÃ©chamel.",Set aside.,1
1220,Italian_style_pizza_recipe_-_All_recipes_UK,Roll out as thinly as possible.,"When the bread maker is finished, tip the dough onto a well floured surface and divide it into 3 parts for 40cm pizzas or 4 for 30cm pizzas.",1
1221,egg-and-bacon-breakfast-parcels,Just serve it hot and enjoy!,"Chop the onion, bacon, mushroom and chorizo.",1
1222,cardiganshire-cawl,"Place beef shin in, and simmer 1 1/2 hours.",Bring water to the boil in a large pot.,1
1223,cheese-and-broccoli-calzones,Let rise in a warm area for 30 minutes.,Stir in all the different cheeses.,1
1224,White_chocolate_chip_cookies_recipe_-_All_recipes_UK,"Bake for 8 to 10 minutes in the preheated oven, until cookies are set.",Preheat the oven to 180 C / Gas mark 4.,1
1225,pete-s-pulled-pork--slow-cooker-style,Take the pork out of the slow cooker and leave it to stand for 10 to 20 minutes.,Add the oil to a large frying pan and brown the pork shoulder on all sides.,1
1226,kahlua-bread-pudding,Bake for 45 to 50 minutes or until golden.,"Heat milk and coffee liqueur in a small saucepan, then whisk into egg mixture.",1
1227,kahlua-bread-pudding,Serve warm.,"Bring dark brown soft sugar, butter and golden syrup to the boil in a large pan.",1
1228,easy-lamb-rogan-josh,Stir through the chopped fresh coriander and serve.,Cook further for 2 to 3 minutes.,1
1229,Walnut_and_Sultana_Spice_Cake_recipe_-_All_recipes_UK,"Cool cake in tin for 15 minutes, and then turn out on serving plate.",Grease a 25cm bundt or fluted cake ring tin.,1
1230,easy-grilled-naan,"Place dough in a well oiled bowl, cover with a damp cloth, and set aside to rise 1 hour, until the dough has doubled in volume.","Let stand 10 minutes, till bubbly and frothy.",1
1231,baked-onion-bhajis,Add the onions and tomato puree into a bowl and mix.,"Add the turmeric, cumin, ginger, coriander and stir well.",1
